,name,key,url,description,species_2nd,species_3rd,species,home_world,gender,height,eye_color,skin_color,hair_color,weight
69,Aldar Beedo,Aldar_Beedo,https://starwars.fandom.com/wiki/Aldar_Beedo,"Aldar Beedo was a Glymphid podracer from Ploo II who participated in the Boonta Eve Classic on the planet Tatooine. Unlike several of the other competitors, Beedo was able to complete the race and finished in third place behind the human Anakin Skywalker and the Xexto Gasgano.
",,,Glymphid,Ploo II,None,,Orange,Yellow,,
70,Alecia Beck,Alecia_Beck,https://starwars.fandom.com/wiki/Alecia_Beck,"Alecia Beck was a female human who served as a senior commander in the Imperial Security Bureau. In the aftermath of the Battle of Yavin, she was tasked with hunting down Lieutenant Caluan Ematt, a member of the enemy Alliance to Restore the Republic.
",,,Human,,Female,,Blue,Light,Blond,
71,Alexsandr Kallus,Alexsandr_Kallus,https://starwars.fandom.com/wiki/Alexsandr_Kallus,"Alexsandr Kallus was a human male revolutionary who served as an agent of the Imperial Security Bureau, operating number ISB-021, before becoming a rebel spy in the formative days of the Alliance to Restore the Republic.
",,,Human,Coruscant,Male,1.95,Hazel,Light,Light brown,90 kilograms
72,Alfar Sholt,Alfar_Sholt,https://starwars.fandom.com/wiki/Alfar_Sholt,"Alfar Sholt was a human male casino owner in the city of Canto Bight. Sholt often bought up the debts of others, subsequently forcing them to work in his casinos. While Sholt was spectating a fathier race at the Galanx Casino, he was assassinated by the sniper Just Lucky, who had been sent to eliminate the target by the Sixth Kin criminal organization.
",,,Human,,Male,,,Light,Brown,
73,Alfren Cheno,Alfren_Cheno,https://starwars.fandom.com/wiki/Alfren_Cheno,"Alfren Cheno was a human male commander in the Imperial Navy in the years before the Galactic Civil War. He commanded the Thunder Wasp during the battle over Umbara with his first officer Captain Thrawn. With Thrawn's help, Cheno and the crew of the Thunder Wasp were able to turn the tide of the battle despite the direction of Admiral Carlou Gendling. He was forced to retire afterwards due to Gendling's insecurity about the battle. Years later, Moff Haveland mentioned him to Grand Admiral Balanhai Savit as one of the names possibly behind the secret advisor who was responsible for Thrawn's many achievements, a notion that Savit dismissed out of hand.
",,,Human,,Male,,,,,
74,Alfris Sotin,Alfris_Sotin,https://starwars.fandom.com/wiki/Alfris_Sotin,"Alfris Sotin was a Fiumarian male smuggler and slaver. Sotin offered a deal to the Spice Runners of Kijimi on Ankot Station, but instead betrayed them to the Guavian Death Gang.
",,,Fiumarian,,Male,,,Pale pink,,
75,Alger Denholm,Alger_Denholm,https://starwars.fandom.com/wiki/Alger_Denholm,"Alger Denholm was a human male officer of the Galactic Empire who served aboard the Star Destroyer Exactor. Supposedly, Denholm was promoted after his superior, Lieutenant Marsden, was killed by Darth Vader, but began to see visions of Marsden. When Vader boarded the Exactor in a shuttle, Denholm had a vision of Marsden's death, and collided with Vader in his hysteria. Vader choked Denholm to death using the Force, and he was replaced by the officer Saul Toten.
",,,Human,,Male,,,Light,,
76,Ali'ane,Aliane,https://starwars.fandom.com/wiki/Ali%27ane,"Ali'ane was a female Lupr'or who lived in her home on the planet Luprora. She had a great granddaughter who wore a necklace salvaged from a Lupr'or starship. Shortly after the Battle of Starkiller Base, her great granddaughter visited Ali'ane with Captain Phasma, TN-3465, and Dar'en to speak about a necklace.
",,,Lupr'or,,Female,,Light green,Light green,Gray,
77,Ali'ane's great granddaughter,Alianes_great_granddaughter,https://starwars.fandom.com/wiki/Ali%27ane%27s_great_granddaughter,"The Lupr'or Ali'ane had a great granddaughter who lived during the First Order/Resistance War. She possessed a necklace that was salvaged from an abandoned Lupr'or starship. Captain Phasma enlisted the girl's help in locating the Lupr'or starship in order to retrieve technology needed to attack the Tsw'ells guarding the R'ora stronghold. Phasma wanted to eliminate Lieutenant Sol Rivas since he was the only who knew that she had lowered Starkiller Base's shields, causing the superweapon's destruction.
",,,Lupr'or,Luprora,Female,,Gray,Green,Black,
78,Alin Eerin,Alin_Eerin,https://starwars.fandom.com/wiki/Alin_Eerin,"Alin Eerin was a female Mon Calamari and a member of the Data Seekers, a secretive organization that sought to unravel the mysteries of the Anoat sector's shrouded history during the reign of the Galactic Empire. Caught behind the Iron Blockade enacted by Imperial Governor Ubrik Adelhard in the wake of the second Death Star's destruction, Eerin operated in the sector on worlds such as Bespin and Burnin Konn, where she publicly posed as a traveling merchant, while covertly trading in a variety of secrets stored on holodiscs. She directed the acquisition specialists, whose role was to travel to locations and acquire any data, cargo, or artifacts that would further expand the Seeker's archives.
",,,Mon Calamari,,Female,,Yellow,Brown,,
79,Alinka Aloo,Alinka_Aloo,https://starwars.fandom.com/wiki/Alinka_Aloo,"Lady Alinka Aloo was a female human and the daughter of Sim Aloo, one of Emperor Palpatine's closest advisers. Along with her father, she collected Sith artifacts from across the galaxy for the Emperor, and it was she who ran the Aloo family's business when the adviser was too busy. She lived in a tower on one of the highest levels of Coruscant.
",,,Human,Coruscant,Female,,,Pale,,
80,Alistar Sinclar,Alistar_Sinclar,https://starwars.fandom.com/wiki/Alistar_Sinclar,"Alistar Sinclar was a male who managed the Proam Avenue Citizen Assistance office.
",,,Human,,Male,,,,,
81,Alk ol Nojj,Alk_ol_Nojj,https://starwars.fandom.com/wiki/Alk_ol_Nojj,"Alk ol Nojj was a Phydolon who was the significant other of Ark ol Loor and was killed by the Devaronian male bounty hunter known as the ""Executioner."" Loor attempted to avenge Nojj's lives but was stopped by a Force-sensitive human and offered to teach Loor in the ways of the Force as Loor was also Force-sensitive.
",,,Phydolon,,None,,,,,
82,Allie Samta,Allie_Samta,https://starwars.fandom.com/wiki/Allie_Samta,"Allie Samta was a human female member of the Resistance. Originally an infantry soldier in the Resistance's army, when Samta saw that the Resistance was in need of new pilots, she transferred, training underneath veteran pilot Elna Zibsara.
",,,Human,,Female,,,Light,Dark,
83,Almec,Almec,https://starwars.fandom.com/wiki/Almec,"Almec was a male human Mandalorian from the planet Mandalore, and a one-time believer in the pacifist ways of Duchess Satine Kryze. During the Clone Wars, Almec served as the Prime Minister of Mandalore and did as he thought best to watch over and represent the interests of Mandalore. His dedication became his undoing, however; when Mandalore declared neutrality in the Clone Wars and became cut off from Galactic Republic aid, Almec established a black market trade network to bring much-needed goods to the Mandalorian people. These smugglers poisoned the people of Sundari with toxic tea, putting numerous children in hospital. Almec was exposed as the leader of the black market network and summarily imprisoned for his crimes.
",,,Human,Mandalore,Male,1.89,Purple,Light,Blond,
84,Almudin,Almudin,https://starwars.fandom.com/wiki/Almudin,"Almudin was a human male who served as a commodore in the Galactic Empire. In 10 BBY, Almudin was part of a military tribunal and oversaw the court martial of Imperial cadet Han Solo, who had disobeyed orders during an attack by raiders on Onyx Squadron, which he was flying in at the time, to save the life of Cadet Lyttan Dree.
",,,Human,,Male,,Brown,Tan,Black ,
85,Alo Kortessi,Alo_Kortessi,https://starwars.fandom.com/wiki/Alo_Kortessi,"Alo Kortessi was a female Clawdite princess. In 4 ABY, the Rebel Alliance operative Kordi Freemaker impersonated her during a mission to obtain embersteel wings. The real Kortessi was arrested by stormtroopers, who mistook her for an impostor.
",,,Clawdite,Zolan,Female,,Yellow,Green,,
86,Aloen Dresk,Aloen_Dresk,https://starwars.fandom.com/wiki/Aloen_Dresk,"Aloen Dresk was a Force-sensitive Human male individual who was in some way affiliated with the salvage operations for The Oteroan Sky. When a salvage expert retrieved a shard of the Nardithi Cluster, Dresk felt a connection with it through the Force and stole it. However, because he was unaware of his Force-sensitivity, he could never explain his connection to the fragment. His piece of the fragment was passed down through his family and eventually came into the possession of Yeel Dresk.
",,,Human,,Male,,,,,
87,Alois Akrone,Alois_Akrone,https://starwars.fandom.com/wiki/Alois_Akrone,"Alois Akrone was a human male who served as a pilot in the Galactic Empire before the Galactic Civil War. A student at the Imperial Academy, he was friends with Sax Hastur and Poul Ashanto on Prefsbelt. He had a brother, Heiwei Akrone, who served in the Imperial Navy as part of Banshee Squadron shortly before the Galactic Civil War. Shortly after the Battle of Yavin, Akrone was remembered by the pilots in the bar ""Zero Angle"", where his hologram was on the wall of the honor of the dead pilots.
",,,Human,,Male,,,,,
88,Aloo family,Aloo_family,https://starwars.fandom.com/wiki/Aloo_family,"The Aloo family was a wealthy and influential human family from the ecumenopolis of Coruscant. They also owned a residence on Centax 3, one of Coruscant's moons. Under the rule of the Galactic Empire, Sim Aloo was one of Emperor Palpatine's closest advisers. His daughter Alinka helped him take care of the family business and retrieve Sith artifacts for the Emperor.
",,,Human,,None,,,,,
89,Alora,Alora,https://starwars.fandom.com/wiki/Alora,"Alora was a Force-sensitive human child abducted by the Inquisitors Fifth Brother and Seventh Sister from a transport leaving the planet Chandel some four years before the Battle of Yavin, which she had been travelling on with her grandmother Darja. Rebel Ahsoka Tano learned of Alora's abduction when she found the dying woman while investigating the derelict freighter. Alora was rescued by Ahsoka's fellow rebels Garazeb Orrelios, Kanan Jarrus, Ezra Bridger and Chopper on Takobo, where the Inquisitors had taken her on the way to abduct another Force-sensitive child, Pypey. The rebels successfully escaped with both children and Pypey's mother Oora, realizing that since the Jedi Order had been destroyed by the Galactic Empire, protecting children like them was their responsibility now.
",,,Human,Chande,Female,,Blue,Light,Brown,
90,Alorg,Alorg,https://starwars.fandom.com/wiki/Alorg,"Alorg was the leader of the Flesh Mongers pirates during or prior to 32 BBY.
",,,Lo's species,,Male,,Black,Green,,
91,Alrich Wren,Alrich_Wren,https://starwars.fandom.com/wiki/Alrich_Wren,"Alrich Wren was a human male Mandalorian, and the husband of Ursa Wren, leader of Clan Wren. Upon his marriage to Ursa, Alrich elected to adopt his wife's surname, because of the power and respect it held in Mandalorian society. The couple had two children together, a son named Tristan, and a daughter they named Sabine. Alrich, unlike his wife and children, was not a warrior, being an artist instead. Sabine inherited his artistic talents, although he humbly credited her prowess to Ursa. After his daughter fled the Imperial Academy of Mandalore, he eventually found himself a political prisoner in all but name, held on Mandalore to ensure his wife and clan's compliance with the Imperial occupation.
",,,Human,Krownest,Male,,Brown,Tan,Dark brown,
92,Alrrark,Alrrark,https://starwars.fandom.com/wiki/Alrrark,"Alrrark was a male Wookiee from Kashyyyk who fought alongside his ruler, King Grakchawwaa, during the Clone Wars. After the war, slavers raided Kashyyyk and tried to capture Alrrark, but he managed to fight his way to freedom and fled to the Outer Rim Territories. Eventually, the Wookiee found himself stranded in the Anoat sector when the Galactic Empire established a sector-wide blockade.
",,,Wookiee,Kashyyyk,Male,,,,,
