Name,Link,Descr,Gender,Species/Race,Blood,School,Profession
Arnold Guzman,https://www.hp-lexicon.org/character/arnold-guzman/,"Arnold Guzman was an American who met with Newt Scamander at the Ministry of Magic in 1927. He was very persuasive in explaining how dangerous Gellert Grindelwald for members of the Wizarding World, especially Purebloods who saw him as a hero. Guzman also warned Newt that Grindelwald would use the… ",Male,wizard,Unknown,Unknown,Auror
Arnie Peasegood,https://www.hp-lexicon.org/character/arnie-peasegood/,Arnie Peasegood was an Obliviator and trained Hit-Wizard for the Accidental Magic Reversal Squad (GF7). ,Male,wizard,Unknown,Unknown,"Obliviator and Hit-wizard, Accidental Magic Reversal Squad"
Arnulf Moe,https://www.hp-lexicon.org/character/arnulf-moe/,"Arnulf Moe was the manager of Norway’s National Quidditch Team in 2014. Appearances For the opening ceremony of the 2014 Quidditch World Cup, Moe made the controversial decision to bring the Selma as Norway’s mascot, which had some rather disastrous consequences. Arnulf Moe remained unapologetic directly… ",Male,wizard,Unknown,Unknown,Quidditch team manager
Arsenia Gonzales,https://www.hp-lexicon.org/character/arsenia-gonzales/,"Arsenia Gonzales was a Chaser for the United States National Team at the 2014 Quidditch World Cup. Appearances Part of the team representing the United States in the 2014 Quidditch World Cup, Gonzales participated in the first round match against Jamaica (won by 240 points to 230)… ",Female,witch,Unknown,Unknown,Quidditch player (Chaser)
Arsenius Jigger,https://www.hp-lexicon.org/character/arsenius-jigger/,Arsenius Jigger was the author of Magical Drafts and Potions (PS5). ,Male,wizard,Unknown,Unknown,"Author, potioneer"
Artemisia Lufkin,https://www.hp-lexicon.org/character/artemisia-lufkin/,"Artemisia Lufkin was the first witch to become Minister of Magic, serving from 1798 to 1811 (JKR). Lufkin established the Department of International Magical Cooperation and lobbied hard and successfully to have a Quidditch World Cup tournament held in Britain during her term in office (Pm). ",Female,witch,Unknown,Hogwarts - Hufflepuff,Minister of Magic
Artemius Lawson,https://www.hp-lexicon.org/character/lawson-artemius/,Artemius Lawson was an outspoken notorious campaigner for the suppression of trolls (DP2). ,Male,wizard,Unknown,Unknown,Campaigner for the suppression of trolls
Arthur's contact at the Floo Regulation Panel,https://www.hp-lexicon.org/character/arthurs-contact-at-the-floo-regulation-panel/,"Arthur Weasley’s contact at the Floo Regulation Panel was a Ministry of Magic employee who was involved with the Floo Regulation Panel. In the summer of 1994, he bent the Panel’s rule against connecting Muggle fireplaces to the Floo Network so that Arthur could collect Harry Potter from Privet Drive (… ",Male,wizard,Unknown,Unknown,Floo Regulation Panel employee
Arthur Weasley,https://www.hp-lexicon.org/character/weasley-family/arthur-weasley/,"An easy-going, middle-aged wizard with a passion for Muggles, and whose dearest ambition is to learn how airplanes fly. Arthur fought, along with the rest of his family, in the Battle of Hogwarts in May, 1998. He and Molly have at least twelve grandchildren, and it is a good bet that… ",Male,wizard,Pure blood,Hogwarts - Gryffindor,Ministry of Magic employee
Arturo Cephalopos,https://www.hp-lexicon.org/character/arturo-cephalopos/,"Arturo Cephalopos was a wandmaker of poor reputation, a contemporary of Gerbold Ollivander. Garrick Ollivander, Gerbold’s grandson, called Arturo “a slipshod wandmaker and an ignoramus” and stated that “nobody … was surprised when he went out of business” (Pm). ",Male,wizard,Unknown,Unknown,Wandmaker
Asha,https://www.hp-lexicon.org/character/asha/,"The first of three witches in the story “The Fountain of Fair Fortune” from The Tales of Beedle the Bard. In the account given on Amazon.com, Asha is a witch with an incurable malady who seeks wellness at the fountain. Along the way she meets two other women, Altheda and… ",Female,unknown,Unknown,Unknown,Unknown
Astoria Greengrass,https://www.hp-lexicon.org/character/greengrass-family/astoria-greengrass/,"Astoria is the younger sister of Daphne Greengrass. She entered Hogwarts two years after her sister and eventually married Draco Malfoy. Their only child was named Scorpius Hyperion Malfoy. Lucius and Narcissa objected to Draco’s choice of a wife, but he defied them. Astoria once told her son that this… ",Female,witch,Unknown,Unknown,Unknown
Over-Attentive Wizard,https://www.hp-lexicon.org/character/over-attentive-wizard/,A man on Platform Nine-and-Three-Quarters who was particularly interested in Harry and got him to autograph something (CC1.4). ,Male,wizard,Unknown,Unknown,Unknown
Bertram Aubrey,https://www.hp-lexicon.org/character/bertram-aubrey/,"Hogwarts student, 1970s James Potter and Sirius Black once received detention for hexing Aubrey and causing his head to grow twice its normal size (HBP24). Harry learned about it when Snape gave him a detention and made him copy-over Mr. Filch’s filing cabinet cards. ",Male,wizard,Unknown,Hogwarts - Student,Unknown
Audrey Weasley,https://www.hp-lexicon.org/character/weasley-family/audrey-weasley/,Audrey Weasley is the wife of Percy Weasley (YL). ,Female,witch,Unknown,Unknown,Unknown
"Augusta ""Gran"" Longbottom",https://www.hp-lexicon.org/character/longbottom-family/augusta-gran-longbottom/,"Neville’s grandmother who raised him in the absence of his parents. She is a forceful, strong woman and a powerful witch who wears green robes, a fox-fur scarf, a distinctive hat topped with a stuffed vulture, and carries a large red handbag. Neville loves her, but he’s a bit scared… ",Female,witch,Unknown,Unknown,Unknown
Augustus Pye,https://www.hp-lexicon.org/character/augustus-pye/,"Trainee Healer on the Dai Llewellyn Ward of St. Mungo’s who tried to heal Arthur Weasley’s snakebite in December 1995. He was very interested in “complementary medicine” (using Muggle techniques along with the magical approaches). He and Arthur decided to give stitches a try, but something in the wound kept dissolving them,… ",Male,wizard,Unknown,Unknown,Healer
Augustus Rookwood,https://www.hp-lexicon.org/character/augustus-rookwood/,"Augustus Rookwood was a Death Eater and spy in the Ministry during the first war with Voldemort. He worked for the Department of Mysteries but had agents throughout the Ministry, not all of whom knew who they were really working for. (For example, Rookwood was an… ",Male,wizard,Unknown,Unknown,Worked for the Department of Mysteries
Augustus Worme,https://www.hp-lexicon.org/character/augustus-worme/,"Editor at Obscurus Books who, in 1918, commissioned an authoritative compendium of magical creatures by a lowly Ministry employee by the name of Newt Scamander (FB). ",Male,wizard,Unknown,Unknown,Book editor
Auntie Muriel,https://www.hp-lexicon.org/character/weasley-family/auntie-muriel/,"An aunt of Molly Weasley’s (DH4) who looks like a “bad-tempered flamingo,” Muriel is quite a character. She attends Bill and Fleur’s wedding, but talks loudly throughout it and doesn’t seem to have a filter, telling Hermione she has skinny ankles and George that his ears are lopsided (… ",Female,witch,Unknown,Unknown,Unknown
Aunt Marge Dursley,https://www.hp-lexicon.org/character/dursley-family/marjorie-dursley/,"Miss Marjorie Eileen Dursley is Vernon Dursley’s loathsome older (Pm) sister. She lives in the country, in a house with a large garden where she breeds bulldogs but appears to have no other type of employment. Even though she is not Harry’s blood relation, he has been forced to call… ",Female,muggle,Muggle,Unknown,Dog breeder
Aurelius Dumbledore,https://www.hp-lexicon.org/character/aurelius-dumbledore/,"Aurelius Dumbledore is the name by which Grindelwald identified Credence Barebone, suggesting that the boy was actually a brother of Albus, Aberforth, and Ariana. Only time will tell if this is true or if Grindelwald is lying to entice Credence into joining him. ",NaN,wizard,Unknown,Unknown,Unknown
Aurora Sinistra,https://www.hp-lexicon.org/character/aurora-sinistra/,Aurora Sinistra was a professor of Astronomy at Hogwarts. ,Female,witch,Unknown,Hogwarts - Staff,Astronomy teacher
Avery,https://www.hp-lexicon.org/character/avery-family/avery/,"Avery was a Death Eater who attended Hogwarts with Severus Snape and served the Dark Lord during the first war with Voldemort (GF27). He avoided Azkaban by claiming to be under the Imperius Curse (GF27, OP9), and thus was punished by Voldemort with the Cruciatus Curse once the… ",Male,wizard,Unknown,Hogwarts - Slytherin,Unknown
Babajide Akingbade,https://www.hp-lexicon.org/character/babajide-akingbade/,"Babajide Akingbade was a wizard who succeeded Dumbledore as Supreme Mugwump of the International Confederation of Wizards. Akingbade attended Uagadou, the African school for witches and wizards. ",Male,wizard,Unknown,Uagadou,Supreme Mugwump
Babayaga,https://www.hp-lexicon.org/character/babayaga/,"Babayaga was a Russian hag who dwelt in a hut that stood on giant chicken legs. According to the legends about her, she ate children for breakfast – and presumably for lunch and tea (FW). ",Female,hag,Unknown,Unknown,Unknown
Babbitty Rabbitty,https://www.hp-lexicon.org/character/babbitty-rabbitty/,"Babbitty Rabbitty was a witch in the wizarding fairy tale “Babbitty Rabbitty and the Cackling Stump” from The Tales of Beedle the Bard. In this fable, Babbitty Rabbitty outwits a greedy king and his “charlatan” sorceror who try to round up wizards and witches so they can have all the… ",Female,unknown,Unknown,Unknown,washerwoman
Bagman Sr.,https://www.hp-lexicon.org/character/bagman-sr/,"Bagman Sr. is the father of Ludo and Otto Bagman. He is also a good friend of Augustus Rookwood, a Death Eater. ",Male,unknown,Unknown,Unknown,Unknown
Ludo Bagman,https://www.hp-lexicon.org/character/bagman-family/ludo-bagman/,"Ludovic “Ludo” Bagman was a celebrated Beater for the Wimbourne Wasps c. 1980. When his Quidditch days were over, he joined the Department of Magical Games and Sports and eventually (c. 1993) became its head. He served in that capacity until his somewhat informal departure from… ",Male,wizard,Unknown,Unknown,Head of Department of Magical Games and Sports
Otto Bagman,https://www.hp-lexicon.org/character/bagman-family/otto-bagman/,"Otto Bagman was a wizard who got into trouble with the Misuse of Muggle Artifacts Office because of an unusual lawnmower which Arthur Weasley straightened out for him. Out of gratitude, Otto’s brother Ludo then arranged the Weasleys’ tickets to the Quidditch World Cup (GF5). ",Male,wizard,Unknown,Unknown,Unknown
Millicent Bagnold,https://www.hp-lexicon.org/character/millicent-bagnold/,"Millicent Bagnold was Minister of Magic before Cornelius Fudge, from 1980-1990 (OP5). She was a “highly able Minister. Had to answer to the International Confederation of Wizards for a number of breaches of International Statute of Secrecy on the day and night following Harry Potter’s survival of Lord Voldemort’s… ",Female,witch,Unknown,Hogwarts - Ravenclaw,Politician
Bathilda Bagshot,https://www.hp-lexicon.org/character/bathilda-bagshot/,"Bathilda Bagshot was a famous magical historian and author of one of Hogwarts’ standard textbooks, A History of Magic. Her book is one of the books Hermione chose to store in her small pouch with the magically enlarged interior, in case it might prove useful during the quest to… ",Female,witch,Unknown,Unknown,Unknown
Kquewanda Bailey,https://www.hp-lexicon.org/character/kquewanda-bailey/,"Kquewanda Bailey played Keeper for Jamaica’s National Team at the Quidditch World Cup tournament in 2014. During their first fixture in the 2014 tournament, Bailey suddenly collapsed and toppled from her broom at a crucial point in Jamaica’s match against the USA, but was saved by the referee’s quick thinking use… ",Female,witch,Unknown,Unknown,Quidditch player (Keeper)
Ballyfumble Stranger,https://www.hp-lexicon.org/character/ballyfumble-stranger/,"Ballyfumble Stranger is from Conundrum 5: The Miserable Ode of Quivering Quintus, part of Miranda Goshawk’s Book of Spells. He is a nervous and cowardly character, who flees from danger quickly and lacks bravery and daring. (BoS)… ",Male,wizard,Unknown,Unknown,Unknown
Bandon Banshee,https://www.hp-lexicon.org/character/bandon-banshee/,"The Bandon Banshee was a banshee defeated by a witch with a hairy chin, although Gilderoy Lockhart claimed credit for the defeat (CS6, CS16, CS – Edits and Changes to the Text). ",Female,banshee,Unknown,Unknown,Unknown
Bane,https://www.hp-lexicon.org/character/bane/,Bane was a black-haired Centaur who dislikes and distrusts humans. He carried off Umbridge when she attacked Magorian. ,Male,centaur,Unknown,Unknown,Unknown
Heathcote Barbary,https://www.hp-lexicon.org/character/heathcote-barbary/,Heathcote Barbary was rhythm guitarist for the wizarding band the Weird Sisters (FW). ,Male,wizard,Unknown,Unknown,Rhythm guitarist for the Weird Sisters
